"patent_id","名称","申请号","摘要"
"10991517","自动钓鱼装置和自动钓竿","CN201010228546.4","本发明公开了一种自动钓鱼装置及配装有该自动钓鱼装置的自动钓竿，其中自动钓鱼装置的收线轮与自动收线机构配装，收线轮设置在自动器座上，其上方的自动器座上设有定向卡，前方的自动器座上顺序设有触发机构、定线机构和自动杆I，自动杆I和定向卡可转动设置在自动器座上，自动杆I的一端与自动收线机构中的大棘轮的齿端配合，另一端与触发机构相配合，定向卡的一端与小棘轮的齿端配合。自动钓竿的自动钓鱼装置中的自动器座的上端设有转向器与杆柄连接，下端设有定位杆。本发明自动钓鱼装置具有操作简单、安全可靠、触发灵敏度高、不受鱼带线走的方向限制、上钓率高的优点；配装该自动钓鱼装置的自动钓竿还具有不会烧线的优点。"
"10991901","推进式标记注射枪","CN201010264535.1","本发明公开了推进式标记注射枪，包括管体，其中：管体的一端制有喇叭状的定位口，管体的另一端连接有阀门；阀门还连接有压缩气体罐和控制压缩气体罐的开关；管体内侧设有撞针，并且撞针能在管体内滑动；撞针的下端具有呈半球体状的工作端面，并且刚性光滑；撞针的上端紧配合设有密封环，使得该撞针能在压缩气体罐的气压作用下，在管体内滑动；管体内壁的中部制有止动器；撞针侧周还设有弹簧，能使撞针在气在压缩气体罐的气压和弹簧的作用下在管体内往复滑动。其具有结构新颖、方便操作过程观察、注入效率高、适用于旋转式钻入标记注入操作等优点。"
"10991902","日本白鲫和红鲫品种间杂交的方法","CN201010291988.3","本发明涉及鱼类的品种间近缘杂交方法，具体公开了一种日本白鲫和红鲫品种间杂交的方法，包括以下步骤：首先，以日本白鲫和红鲫作为亲鱼进行专池培育，然后在繁殖季节对所述亲鱼进行人工催产，挑选催产效果良好的亲鱼进行人工干法授精，对授精完成后的受精卵进行流水孵化，对孵化后的鱼苗进行饲养，对饲养后的杂交鱼进行检测、筛分，获得日本白鲫和红鲫杂交鱼。本发明方法制得的杂交鱼不仅表现出杂交优势性状，而且两性可育，其自交后代性状基本保持稳定，没有出现大量性状分离的现象，在生物进化和鱼类遗传育种方面具有重要的意义。"
"10993275","大獭蛤的人工养殖方法","CN201010560961.X","本发明公开了大獭蛤的人工养殖方法。大獭蛤传统的养殖方法成活率比较低，这是因为大獭蛤浅海养殖放苗之后就基本不能变换养殖场所，养殖清理工作也很难开展，如遇到赤潮或病害时，没办法清理场地及转移养殖场所，只能寄希望于大獭蛤本身的抗病能力，不能主动的防御及采取措施，被动地观望，这就是大獭蛤在养殖过程中成活率低的原因。本发明提供的大獭蛤的人工养殖方法，通过选取养殖框、苗种选择、苗种投放、养殖管理及成贝收获5个措施，提高了养殖成活率，达到了90％-98％，生长速度快，比传统养殖方法缩短了3-8个月养殖期，养殖管理方便，抗敌害能力强，成年贝采收方便。"
"10993276","一种水库坝下流水高密度养殖罗非鱼的系统及养殖方法","CN201010570481.1","本发明涉及一种水库坝下流水高密度养殖罗非鱼的养殖方法，包括以下步骤：鱼塘建设：在水库坝下流水流量达2～8立方米/秒的灌渠处建塘引水；清塘施肥：在4月份中上旬放养罗非鱼种前，先进行清塘消毒；鱼种放养：在4月份水温稳定在16～18℃时，放养50～100克的罗非鱼种，放养密度为2000～10000尾/亩；饵料投喂：养殖全过程投喂浮性配合饲料，鱼种放养后2～3天开始投喂，每天投喂3～5次，每次投喂前半小时开增氧机，投喂结束1小时后关闭增氧机；病害防治；起捕上市。本发明提供一种水体利用率高，周期短，总体经济效益高的水库坝下流水高密度养殖罗非鱼的方法。"
"10993516","一种能够有效控光控温和防治杂藻的刺参养殖池及养殖方法","CN201010622689.3","本发明涉及一种能够有效控光、控温和防治杂藻的刺参养殖池及养殖方法，属于水产养殖技术领域。在池内距离池底5～15cm处布设有与鼓风机连通的通风管道，通风管道包括与鼓风机相连通的总管道及与总管道相连通的分支管道，池水表面设有遮阳网；养殖方法：1)向池塘充气；2)遮阳网的设置；3)遮阳网的调整。本发明的一种能够有效控光控温和防治杂藻的刺参养殖池，在池塘内充气，同时在4月份在池塘水面上辅设一层遮阳网，一方面遮阴抑制底生大型藻类繁生，同时前期延缓池内水温的升高、后期延缓水温的下降，延长刺参生长期。以达到降低费用、促进生长，实现健康高效养殖，确保我国刺参养殖业健康可持续发展。"
"10993670","一种工厂化循环水养鱼系统及其使用方法","CN201110075230.0","本发明涉及水产养殖技术领域，一种工厂化循环水养鱼系统及其方法，包括鱼池(1)、沉淀截留池(2)、生物移动床(3)、网状滤料过滤池(4)、调节池(5)及回水增氧管(6)。鱼池(1)长方形，每个单元中水可成一个方向旋流，相邻单元旋向相反；沉淀截留池(2)前半部分设多斗集污槽和排污穿空管，后半部分设立体弹性填料；生物移动床(3)为前后两组串联，中间隔墙下部为若干大通孔结构，每组中间设置隔板(3b)，腔体内放置悬浮性滤料(3a)，横向布置曝气穿孔管(3c)；网状滤料过滤池(4)和调节池(5)并联设置下部相通，取用网状滤料，上覆滤网片；调节池(5)为补充水、pH浓度调节、加温、设置气提管。本发明投资低、效率高、节能省电、运行成本低，促进我国工厂化循环水养鱼事业发展。"
"10994018","研究植物寄生线虫在土壤中趋向性迁移的装置","CN201010621097.X","本发明属于农业技术领域，公开了一种研究植物寄生线虫在土壤中趋向性迁移的装置，包括：两个花盆，以及连接所述两个花盆的塑料管；所述两个花盆侧壁上分别开设有孔洞，所述塑料管的两端分别插入所述两个孔洞中。本发明通过在种植植物的两个花盆之间搭设供寄生线虫迁移的桥梁，可以准确反映不同植物根系分泌物对寄生线虫趋向性迁移影响，并且结构简单，容易操作。"
"10994139","家禽和黄粉虫的生态饲养方法","CN201110134695.9","本发明涉及家禽和黄粉虫的生态饲养方法，其特征在于包括以下步骤：①备料，准备家禽、家禽饲料和黄粉虫，所述的家禽为鸡或鸽，所述家禽饲料为鸡饲料或鸽饲料；②以步骤①所述家禽的粪便作为所述黄粉虫的饲料，用于饲养所述黄粉虫；③以步骤②饲养的所述黄粉虫作为步骤①中所述家禽饲料的一部分，用于饲养所述家禽。本发明方法的优点是：1.节省家禽、黄粉虫养殖费用。2.黄粉虫能及时化解家禽的粪便，消除粪便的臭味，无需人工清除粪便，有利环保，提高效率。3.添加石粉能补充中微量元素及矿物质提高家禽抗病能力。"
"10994140","捕鱼罩","CN201110094354.3","新式捕鱼罩。本发明用于大面积复杂的水底捕鱼。上述水面无法竭泽而渔势必难以捕清大鱼。用少量引饵将鱼引来咬动机关，捕鱼罩瞬间收拢将其捕获。千湖万坝都好用，也可以改装成钓鱼者的最爱。"
"10994629","一种黄颡鱼鱼苗人工繁殖方法","CN200810011101.3","一种黄颡鱼鱼苗人工繁殖方法，其特征为：选择3龄以上性成熟黄颡鱼亲鱼，雌雄比例为3∶1；将圆桶放入产卵池中作为鱼巢，产卵池内亲鱼投放密度为1～2组/平方米，每组亲鱼用一个圆桶，桶底平铺沙子，厚度为1～5厘米，用于鱼卵脱粘；在产卵季节将外源激素注射在亲鱼背鳍后基部，诱导其排卵和排精；用倒置圆锥形内壁光滑的容器作为孵化桶，将受精卵投放其中通流水孵化，孵化桶中水溶解氧大于5.5毫克/升；孵化结束后，将鱼苗放入水泥池中暂养40～70小时，然后放入有水的塑料袋中充氧气包装。本方法可获得发育良好的黄颡鱼鱼苗，而且操作简便，亲鱼利用率高，能够实现黄颡鱼鱼苗的规模化生产，对发展黄颡鱼规模化养殖有重要意义。"
"10995020","一种农田黄鳝养殖方法","CN201010114128.2","本发明公开了一种农田黄鳝养殖方法，为在满足种植芋艿、玉米或水稻种植要求的农田中开沟起垄，垄间沟的沟宽以窄带和宽带间隔，垄间沟的沟深以浅沟和深沟间隔，沟与沟之间保持通畅，每垄每隔25m-100m筑1-2个土坡，垄上种植作物，同时沟内投放鳝种养殖黄鳝，垄上放置蚯蚓用于饲喂黄鳝。本发明建立了一种作物种植与黄鳝养殖创新模式与技术，改变了传统黄鳝养殖方法与农田单纯种植作物收益低等问题，又能充分利用农田耕地资源，改善农田生态环境。该技术可实现一次性投入，多年受益。"
"10995337","一种脉红螺工厂化育苗的采苗设施及方法","CN201010538128.5","本发明涉及水产养殖的工厂化苗种生产，具体地说是一种脉红螺工厂化育苗的采苗设施及方法。采苗设施由表面粗糙的塑料波纹板和固定波纹板的支架组成，塑料波纹板平行固定在支架上的卡槽内，在卡槽连接杆相对的侧面捆扎与卡槽连接杆平行的绳索。采苗设施投放前要首先在塑料波纹板上附着牡蛎稚贝作为脉红螺幼虫食性转换和变态过程中的动物性饵料。当50％以上脉红螺幼虫发育到三螺层后期至四螺层初期时，在育苗池中以塑料波纹板呈多平面立体分层方式投放采苗设施，使脉红螺幼虫附着于附有牡蛎稚贝的塑料波纹板上，完成食性转换和变态过程，并进行稚螺中间培育。采用本发明可以使脉红螺幼虫在工厂化育苗中顺利完成食性转换和变态过程。"
"10995437","深水网箱海底锚固与浮动装置","CN200910222105.0","本发明专利公开了一种用于渔业养殖的深水网箱海底锚固与浮动装置。网箱、水下液压站、锚固油缸、浮动绞车、配重沉垫、导向杆和锚杆组成深水网箱海底锚固与浮动装置。其主要连接方式为：水下液压站、锚固油缸和浮动绞车通过液压管道相互连接。正常工作状态，通过锚固油缸将锚杆插入海底，实现配重沉垫海底固定，浮动绞车处于施放工况，网箱处于导向杆顶部。应急工作状态，当台风来临之前，工作人员可及时启动浮动绞车，浮动绞车收绳使得网箱沿着导向杆向下浮动一定深度，以达到躲避风浪袭击的目的，消除台风、海流对深水网箱的破坏影响。调节状态，根据养殖需要，工作人员启动浮动绞车，使得网箱沿着导向杆浮动，以达到变换养殖水深的需要。"
"10997289","宠物玩具","CN200780051968.5","本发明提供一种宠物玩具，不仅使用者非常容易进行内部的清扫，而且非常容易放进/取出食物，还可以使动物长时间地着迷。宠物玩具(1)具有柔软且在轴向上扁平的本体，该本体形成为在内部具有能够收容动物食物的空洞部。本体具有：界定该本体的轴向中央部外围的侧面带部(3)、从该侧面带部向轴向分别延伸的第一覆盖部(4)和第二覆盖部(5)以及以与空洞部连通的方式形成在侧面带部(3)上的狭缝(2)。"
"10998105","一种有核珍珠的育珠方法","CN201010140693.6","本发明公开了一种有核珍珠的育珠方法。这种有核珍珠的育珠方法包括以下步骤：将无核珍珠作为珠核或贝壳研磨制成珠核；将细胞片垫在上述珠核下面，利用工具植入河蚌或珠母贝的内脏或斧足的位置上；将上述河蚌或珠母贝放回水中养殖；打开河蚌或珠母贝并收获环绕珠核形成的珍珠。因为河蚌或珠母贝的斧足在其内脏囊上方，与内脏囊或外套膜比空间大，分泌的珍珠质更多，所以在此植入珠核可以使珠核不易被吐出，珠核本身的直径增大，并且珠核被包裹后河蚌或珠母贝分泌的珍珠质更多。这种珍珠的颗粒大、透亮光泽好、生长周期短、经济价值高。"
"10998379","利用网箱的鲤鱼家系选育方法","CN201010237427.5","本项发明属于鱼类育种技术，具体是利用网箱开展鲤鱼家系选育的培育方法。目前，鲤鱼的选择育种广泛采用家系选择的方法，用传统方式对多个家系进行生长性能比较、选择，要占用大量池塘，实际上很难行得通；电子蕊片注入家系标记混合养殖、家系选择的方法成本高，对技术人员要求高，难以普及。本发明采用的封闭式网箱进行多个家系饲养和生长性能比较的家系选择的方法，消除了采用池塘分开养殖所造成的实验误差，节约大量池塘水面；无需蕊片标记，节约成本，适合一般育种场使用，能方便开展多个家系的育种选育。"
"10998594","一种斑节对虾育苗方法","CN201010270945.7","本发明公开了一种斑节对虾的育苗方法，具体步骤如下：(1)制备蛭弧菌蛭质体菌液；(2)在育苗池中投放蛭弧菌蛭质体菌液，使海水中蛭弧菌蛭质体含量达到101pfu/mL以上，曝气5-12h；(3)将斑节对虾无节幼体以6～12万尾/m3的密度投入上述育苗池中；(4)育苗过程中，定期投喂饵料，幼体投放后至少每隔5天投放一次蛭弧菌蛭质体菌液，浓度在10pfu/mL以上；待仔虾发育到15天时或仔虾体长全部达到1厘米以上时，即得到斑节对虾虾苗。本发明通过在水质处理及饵料中投放蛭弧菌蛭质体菌液，再配合科学的育苗质量管理可有效减少育苗过程中的换水次数，甚至不换水，来提高虾苗的出产率，并提高虾苗成活率和免疫力。"
"10999174","铜合金编织网相邻网片半软态连接方法","CN200910199862.0","铜合金编织网相邻网片半软态连接方法，涉及水产养殖网箱网片连接方法，需要提供一种网片半软态连接方法，本发明采用圆筒形织带、绳索、缝合线、篷布圈，其特征是圆筒形织带、绳索、缝合线、篷布圈加工装配成半软态连接件置于两块相邻铜合金编织网之间，用缝合绳索一端固定在距离铜合金编织网连接处边缘3目的网结上，该绳索的另一端依次穿过半软态连接件眼环和编织网上的网目，半软态连接件眼环与编织网网目之间按2∶3的缝合比缝合，缝合绳索穿过半软态连接件上一边的所有眼环和编织网上对应网目后，将缝合绳索固定在距离铜合金编织网连接边缘4目的网结上，用相同的方法将半软态连接件与两块铜合金编织网中的另一块铜合金编织网连接在一起。"
"10999461","桑蚕卵胚胎发育进程检测方法","CN201110154814.7","本发明涉及桑蚕卵胚胎发育控制方法，具体公开了一种基于代谢量变化的桑蚕卵胚胎发育进程检测方法：(1)构建待检测品种的桑蚕的活化桑蚕卵孵化过程中因代谢而减少的质量和胚胎的发育进程的关联关系的模型；(2)在待检测的孵化过程中的桑蚕卵中取一个以上作为样本，然后称量该样本的质量，对照步骤(1)所得模型，根据桑蚕卵的质量的减少情况确定桑蚕卵胚胎发育进程。该发明可以准确测定同一批次桑蚕卵的发育进程，具有操作方便，省工省力的优点，适合我国主蚕区进行推广应用。"
"10999495","一种海水东方鲀属种间人工杂交培育的方法","CN201110146592.4","本发明公布了一种海水东方鲀属种间人工杂交培育的方法，包括亲鱼的筛选、培育、人工催产、孵化、苗种培育等过程，其特征是在充分掌握暗纹东方鲀和菊黄东方鲀繁殖生态环境和性腺生长发育规律的基础上，用菊黄东方鲀为母本，用个体较大的暗纹东方鲀为父本模拟自然生态环境，利用激素调控，以实现亲鱼性腺的发育成熟与排卵，采用人工授精的方法，实现东方鲀属种间的杂交。同时杂交过程加强生态管理，使杂交的催产率达到了95%，受精率、孵化率和开口率都达到了80%以上，苗种畸形率2.0‰以下。"
"10999592","紫海杂交扇贝新品种的培育方法","CN201110223358.7","本发明涉及一种紫海杂交扇贝新品种的培育方法。首先利用紫扇贝卵子和海湾扇贝精子受精建立多个紫海杂交子一代家系，根据各杂交家系的表现型选择优良杂交家系，然后从优良杂交家系中选择雌雄同体的优良个体，促熟后分别自体受精建立多个自交家系；第二年从上述自交家系中再选择优良家系，然后从优良家系中进一步选择雌雄同体的优良个体继续进行自交、选择；这样按同样的方法连续自交三代以上，即获得稳定遗传且生长快、个体大、温度耐受范围广的紫海杂交扇贝新品种。本发明同样也可采用群体培育的方法实现。鉴于本发明的紫海杂交新品种同时具有海湾扇贝和紫扇贝的优良特点，因此实现了在青岛和大连等北方海域养殖，产量比海湾扇贝提高30％以上。"
"11000012","拦河养鱼的方法","CN200810045973.1","本发明涉及一种用于拦河养鱼的方法，其主要技术特征是利用固定在河面的横杆将漂浮在水面的杂物引导于岸边，并加以清除，在河床上安装可能作旋转运动的网片清除水中的悬浮物，并以该网片、隔板和围板将河面隔断，达到养鱼以及清除养鱼区域内的杂物和悬浮物的目的。本发明可以彻底将河流隔断，而隔断设施不至于被洪水冲毁，可以实现流水养鱼，净化水质，便于鱼的捕捞，具有一定的经济社会效益。"
"11000328","宠物用灵活项圈","CN200810037893.1","本发明涉及一种宠物用灵活项圈(1)，它具有处于皮带(2)一端的阳构件(4)和另一端的阴构件(5)，阳构件(4)与阴构件(5)的卡合状态可被拉力解除，阳构件(4)的卡合突片(3)的基端部形成有比前端部宽度还狭小的细部(14)，阴构件(5)具有插入阳构件(4)卡合突片(3)的内腔部(21)，内腔部(21)的左右两壁面成为对所插入的卡合突片(3)前端部进行导向的导向面(25)，利用阳构件(4)的细部(14)与导向面(25)之间的宽度方向间隙，阳构件(4)与阴构件(5)就成为向皮带(2)宽度方向相对摆动自如的状态。采用本发明，阳构件与阴构件的卡合状态可被规定的拉力解除，且阳构件和阴构件能简单地短时间地进行卡合。"
"11001112","金钱龟孵化方法","CN201010234595.9","本发明涉及一种金钱龟孵化方法，其操作程序包括：金钱龟预产期间备好河沙、粘土均匀混合成沙土，经太阳暴晒消毒置入箱体中待用；金钱龟产卵后24小时内，选出受精卵并将其按一定间距埋入沙土中，将箱体移至室内；将沙土的含水量控制在6％～8％，将沙土温度设置为25℃～27℃以孵化出雄性稚龟，或将沙土温度设置为29.2℃～29.8℃以孵化出雌性稚龟；以2～3天一次为频率定期检查孵化情况，发现坏卵及时清除。本发明通过对孵化环境温度和湿度的科学掌控，使金钱龟受精卵在较佳的环境下孵化，有效提高金钱龟孵出率和科学控制稚龟性别比例，本发明合理挑选沙土作为孵化介质，环保卫生，孵化步骤简单、成本低、效益高、易于实现。"
"11001279","一种大竹蛏亲贝催产和受精卵采集的方法","CN201010278150.0","本发明涉及一种大竹蛏亲贝催产和受精卵采集的方法，包括：采集壳表面光滑，足和外表无机械损伤，健康，活力强，壳长在8～11cm的亲贝，于催产池促熟暂养；当亲贝的肥满度达到85％以上时，解剖性腺发现精卵呈自流状时即可进行催产，催产过程中使用金藻藻液淹没整个池底面刺激亲贝20～25分钟；产卵后，当受精卵在催产池中的密度达到10～15个/ml后，通过虹吸原理迅速将受精卵移入到培育池中进行培育。本发明的亲贝催产和受精卵采集方法具有亲本利用率高、催产效果好、受精卵采集方便快捷、孵化率高达72％、育苗成活率高等优点，只需较少数量的亲贝即可获得当年人工育苗所需的受精卵数量。"
"11001662","一种科研用室内珊瑚养殖中新生长珊瑚样品的培植方法","CN201010534970.1","本发明涉及一种科研用室内珊瑚养殖中新生长珊瑚样品的培植方法，该方法包括以下步骤：(1)采样：将枝柱状珊瑚切割成单枝状，在聚乙烯板上钻孔，并将珊瑚枝条插入钻孔中；或在块状滨珊瑚上钻孔或开槽，并将管棒状物或片状物插入钻孔或槽中；(2)培植：将步骤(1)所得的珊瑚样品放入养殖系统中进行培植；当珊瑚骨骼沉积总量为200～1000mg时停止培植；(3)采集新生长珊瑚样品：将珊瑚枝条从钻孔中拔出，剥离留在聚乙烯板上的珊瑚骨骼沉积；或将管棒物或片状物从钻孔或槽中取出，剥离留在管棒物或片状物上的珊瑚骨骼沉积，该珊瑚骨骼沉积即为新生长珊瑚样品。本发明简便、易行，所获得的新生长珊瑚样品与原有的珊瑚存在明显的界限，可实现方便、有效地采集。"
"11001801","一种裘皮羊新品系的培育方法","CN201010604997.3","一种裘皮羊新品系的培育方法，以太行裘皮羊为母本，以滩羊和湖羊为父本进行级进三次杂交、回交，根据二阶段和三研阶段表型选择法等培育出具有“串字花”裘皮羊品系。本发明的培育方法是利用湖羊和滩羊品种与太行裘皮羊杂交组合，在保持原有品种适性应强、耐粗饲，抗病力强，易管理等优点基础上，综合利用湖羊繁殖力高、产毛量大、毛皮质量好和滩羊裘皮花穗优等、保暖性好，不易毡结和皮板致密，轻便结实的特点，对太行裘皮羊生产力和裘皮品质进行改善和提高。采用本发明的培育方法得到的裘皮羊，30日龄左右屠宰后所剥下的裘皮具有串字花和软大花等优等花穗，产羔率高比太行裘皮羊提高40%。"
"11001810","一种中华鲟标本POP-UP标志连接固定方法","CN201110094093.5","本发明涉及一种中华鲟标本POP-UP标志连接固定方法，将POP-UP标志的连接装置固定于中华鲟标本的两个背骨板中间，并通过鱼线、空心铝管、单孔扣具和双孔扣具进行固定，再将POP-UP标志的中间段通过鱼线、空心铝管和双孔扣具进行固定。本方法具有操作简单，并且标志保持率高等特点。"
"11002838","钓竿用竿体以及钓竿","CN200810099222.8","本发明提供一种钓竿用竿体及钓竿，在钓竿用竿体中，通过导入由预成型材料以外的材料制成的筒状体，使竿体能够柔韧地与有耐力的鱼进行缠斗、能够进行有趣味的垂钓。尾竿(3)是由筒状的中间部分(3A)连结筒状的竿头侧部分(3B)和筒状的竿尾侧部分(3C)构成的。竿头侧部分(3B)由具有在沿尾竿(3)的竿轴线的一个方向上拉齐的强化纤维组的预成型材料构成。竿尾侧部分(3C)由具有在沿尾竿(3)的竿轴线的一个方向上拉齐的强化纤维组的预成型材料构成。由竹制的筒状体构成中间部分(3A)。"
"11003620","一种生物转化性高GTF活性牛奶及其生产方法","CN200910091531.5","本发明公开一种生物转化性高GTF活性牛奶，该牛奶是通过生物转化方法制备得到，具体方法为：选择健康的处于生产年龄的新西兰奶牛，喂食添加了GTF提取物(EX-GTF)的普通饲料，每天喂食的饲料中含EX-GTF以奶牛的单位体重计为50-300mg/kg-1·d-1，每天喂食的EX-GTF中含铬量以奶牛的单位体重计为0.1-0.5mg/kg-1·d-1，持续喂食一周，喂养一周内及停喂后四周内取奶，即得。本发明牛奶的生物活性测定实验结果表明，本发明牛奶与普通牛奶相比具有GTF活性，在停喂添加了EX-GTF饲料后一个月之内所产牛奶与普通牛奶相比仍然具有GTF活性，随着时间推移，GTF活性随之降低。"
"11004701","一种青虾综合养殖方法","CN201010166076.3","一种青虾综合养殖方法，利用淡水资源养殖，包括如下基本方法：将种植、畜牧、套养、轮捕作业方式有机组合种养殖并循环起来，即将池底种黑麦草、用草养鹅、南美白对虾套养青虾、青虾轮捕有机组合种养殖并循环起来，黑麦草收割后留茬，为青虾幼体阶段和青虾蜕皮期提供蔽护场所，提高养虾成活率，减少了被南美白对虾捕食的机会，确保青虾秋茬产量较常规提高二倍以上，能彻底解决目前青虾养殖中营养物质利用率低、养殖成本高和产量低的问题。"
"11004820","一种伏牛白山羊肉用品系的培育方法","CN201010212539.5","本发明公开了一种伏牛白山羊肉用新品系的培育方法，该培育方法利用伏牛白山羊与波尔山羊、南江黄羊进行三元杂交，并应用个体表型选择法结合肉用性状检测技术进行选育，扩繁，培育成伏牛白山羊肉用新品系。新品系在继承了伏牛白山羊基本特征基础上，引入南江黄羊和波尔山羊生长发育快、体格大、产羔率高、产肉性能高等优良基因，因此新品系具有体格大、生长发育快、产羔率高、产肉性能高、肉质好、适应性强等优点，适合于舍饲和发展育肥羊生产。育成的成年公羊体重达70kg以上，母羊达45kg以上。"
"11005109","一种近海围网养殖装置","CN201010227838.6","一种近海围网养殖装置，该装置包括由主缆绳、主锚和副缆绳组成的锚泊系统；由中间浮子与沉石组成的缓冲系统；以及穿有上纲浮子的上纲，和上纲下方的带有纵向力纲、横向力纲和沉纲的围网，并有底锚与横向力纲连接，其特征在于还包括系在主缆绳与副缆绳的连接处的一根张紧缆绳，该张紧缆绳另一端系于围网上，沉石系在该张紧缆绳上，且在张紧缆绳与围网的系结点下方的围网上设有一圈腰浮。上述横向力纲与沉纲之间的围网的内侧面上还固定有防逃逸网，该防逃逸网伸出围网且底部设有防逃逸沉纲。本发明结构简单、操作方便，有效地避免了围网的堆积与磨损和养殖对象的逃逸，适合各种近海海域进行的围网养殖，对养殖各种经济水产品具有显著的意义和效果。"
"11005382","一种节水型的大菱鲆养殖方法","CN201010270953.1","本发明公开了一种节水型的大菱鲆养殖方法。该方法包括养殖水源选择，池水的处理，饲料的处理，换水周期的控制，按照养殖水体生态学原理，海洋生物的生长环境要求，生物之间的相互关系及无公害养殖标准，采用生物生态学的方法控制养殖环境。关键技术是在水体中添加蛭弧菌游泳体菌液，同时饲料也用蛭弧菌游泳体菌液浸泡，养殖期间可达到40天换掉池水一次。本发明为生物养殖方法，绿色、安全、无污染，效果显著，能够改善水质，促进大菱鲆生长，提高其成活率和免疫力，有极好的发展前景。对提高经济效益和食用安全性，保障人类健康具有十分重要的意义。"
"11005500","稚鲍养殖方法","CN201010270836.5","本发明公开了一种稚鲍养殖方法，养殖过程如下：(1)在养殖池内铺砖，然后注入海水；(2)稚鲍下池，同时开始曝气；(3)定期投喂饵料，并在养殖水体中和/或投喂的饵料中添加蛭弧菌混合菌液；且每5-30天换水一次，每次换水量为一个量程；(4)当稚鲍体长达到1.0-1.6cm时，即可收稚鲍；所述蛭弧菌菌株为蛭弧菌(Bdellovibrio?sp.)BDFM05，由中国典型培养物保藏中心保藏，保藏编号为CCTCC?NO：M209172，保藏日期为2009年8月7日。本发明的优点有：(1)能节能减排，更环保；(2)蛭弧菌混合菌液起效快、活力强且制备方便、杀菌时间久；(3)能够明显改善稚鲍体质，增强免疫力。"
"11005702","一种节水型的稚鲍养殖方法","CN201010270789.4","本发明公开了一种节水型稚鲍养殖方法，养殖过程如下：(1)在养殖池内铺砖，然后注入海水；(2)稚鲍下池，同时开始曝气；(3)定期投喂饵料，并在养殖水体中和/或投喂的饵料中添加蛭弧菌蛭质体菌液；且每5-30天换水一次，每次换水量为一个量程；(4)当稚鲍体长达到1.0-1.6cm时，即可采收稚鲍；所述菌株为蛭弧菌(Bdellovibrio?sp.)BDFM05，由中国典型培养物保藏中心保藏，保藏编号为CCTCC?NO：M209172，保藏日期为2009年8月7日。本发明的优点有：(1)能节能减排，更环保；(2)蛭质体制备、保存更方便，耐受力强，杀菌作用时间更久；(3)能够明显改善稚鲍体质，增强免疫力。"
"11005753","一种单侧输尿管结扎再通动物模型及其建立方法","CN200910057757.3","本发明公开了一种单侧输尿管结扎再通动物模型的建立方法，包括如下步骤：1)制备弹性塑胶管；2)SD雄性大鼠接受左输尿管植入弹性塑胶脂肪垫加压结扎梗阻后，分别于第7日后接受第二次手术，在第二次手术中，取出植入弹性塑胶管，疏通左侧输尿管，从而解除左肾梗阻，同时将右肾包膜分离，4号线结扎右侧输尿管。此外，本发明还公开了采用上述方法构建的动物模型。本发明的动物模型能引起肾功能下降，肾小管间质有纤维化的改变。本发明的造模周期短、见效快、成本低、使用方便，模型性能稳定、重复性好，既能观察梗阻后肾脏病理形态学变化又能研究其功能水平并能体现这二者之间的联系，为临床研发预防和治疗肾纤维化药物提供新的研究对象。"
"11005793","一种稚鲍养殖方法","CN201010270955.0","本发明公开了一种稚鲍养殖方法，养殖过程如下：(1)在养殖池内铺砖，然后注入海水；(2)稚鲍下池，同时开始曝气；(3)定期投喂饵料，并在养殖水体中和/或投喂的饵料中添加蛭弧菌游泳体菌液；且每5-30天换水一次，每次换水量为一个量程；(4)当稚鲍体长达到1.0-1.6cm时，即可采收稚鲍；所述蛭弧菌菌株为蛭弧菌(Bdellovibrio?sp.)BDFM05，由中国典型培养物保藏中心保藏，保藏编号为CCTCC?NO:M209172，保藏日期为2009年8月7日。本发明的优点有：(1)能节能减排，更环保；(2)蛭弧菌游泳体控制和消除稚鲍致病菌起效快、活力强；(3)能够明显改善稚鲍体质，增强免疫力。"
"11005794","节能减排的鲍鱼育苗方法","CN201010270971.X","本发明公开了一种节能减排的鲍鱼育苗方法，育苗过程如下：(1)培藻；(2)育苗：在育苗过程中添加蛭弧菌蛭质体菌液，使蛭质体在水体浓度至少达到10pfu/mL；所述蛭弧菌菌株为蛭弧菌(Bdellovibrio?sp.)BDFM05，由中国典型培养物保藏中心保藏，保藏编号为CCTCC?NO：M209172，保藏日期为2009年8月7日；(3)换水：布卵后每5-30天一次，换水后立即添加蛭弧菌蛭质体菌液；(4)采收。所述蛭弧菌蛭质体对养殖环境中的常见细菌有很强的消除作用。由于蛭弧菌蛭质体对鲍鱼无毒副作用，因此适合于鲍鱼大规模工厂化养殖，能提高鲍苗培育成活率。"
